,cpu_load,mem_avail,timestamp,run
0,8.1,30810677248,1526465333910.623,0
1,7.5,30810505216,1526465334110.72,0
2,8.1,30810513408,1526465334310.6533,0
3,6.9,30812450816,1526465334510.8142,0
4,7.6,30810435584,1526465334710.9412,0
5,8.8,30810435584,1526465334910.8794,0
6,9.9,30810312704,1526465335110.6174,0
7,6.3,30810566656,1526465335310.8655,0
8,5.7,30810587136,1526465335511.036,0
9,7.1,30810931200,1526465335710.8672,0
10,8.7,30812790784,1526465335911.017,0
11,8.3,30813528064,1526465336110.74,0
12,6.9,30823018496,1526465336310.9795,0
13,7.0,30821376000,1526465336510.7832,0
14,8.2,30823866368,1526465336710.7769,0
15,8.8,30823591936,1526465336910.9895,0
16,8.1,30824038400,1526465337110.6191,0
17,7.7,30821875712,1526465337310.7432,0
18,13.3,30824472576,1526465337510.6355,0
19,11.6,30822154240,1526465337710.7405,0
20,17.9,30821408768,1526465337910.6074,0
21,15.7,30821011456,1526465338110.869,0
22,14.0,30814314496,1526465338310.8125,0
23,16.5,30812028928,1526465338510.613,0
24,16.4,30811500544,1526465338710.6116,0
25,26.2,30802399232,1526465338910.7207,0
26,14.4,30802313216,1526465339110.6406,0
27,12.3,30802391040,1526465339310.529,0
28,9.4,30803275776,1526465339510.6057,0
29,8.6,30802874368,1526465339710.5698,0
30,5.1,30802841600,1526465339910.819,0
31,7.5,30801641472,1526465340110.6418,0
32,13.0,30798909440,1526465340310.5945,0
33,7.6,30799073280,1526465340510.6448,0
34,5.7,30799007744,1526465340710.8142,0
35,5.1,30799409152,1526465340910.7234,0
36,5.7,30799552512,1526465341110.8784,0
37,6.4,30799659008,1526465341310.8738,0
38,10.4,30799601664,1526465341510.837,0
39,8.1,30799642624,1526465341710.5518,0
40,8.2,30799515648,1526465341910.5488,0
41,4.5,30799515648,1526465342110.6096,0
42,9.3,30802079744,1526465342310.9807,0
43,8.3,30802530304,1526465342510.5796,0
44,7.7,30802399232,1526465342710.7634,0
45,8.8,30802210816,1526465342910.8137,0
46,11.3,30799994880,1526465343110.9185,0
47,11.3,30801829888,1526465343310.6367,0
48,8.9,30801768448,1526465343510.664,0
49,10.1,30802411520,1526465343710.738,0
50,8.2,30800171008,1526465343910.7126,0
51,7.6,30800121856,1526465344110.8457,0
52,8.1,30802505728,1526465344310.7832,0
53,5.1,30802546688,1526465344510.6555,0
54,6.9,30802612224,1526465344710.6775,0
55,7.5,30802178048,1526465344910.705,0
56,6.9,30802018304,1526465345110.8025,0
57,5.7,30801989632,1526465345310.9119,0
58,4.5,30801928192,1526465345510.8306,0
59,7.5,30801735680,1526465345710.6008,0
60,5.1,30801952768,1526465345910.616,0
61,6.8,30801993728,1526465346110.6516,0
62,8.0,30801993728,1526465346310.7659,0
63,7.1,30801866752,1526465346510.8752,0
64,6.8,30801686528,1526465346710.7085,0
65,6.3,30801727488,1526465346910.683,0
66,14.9,30800158720,1526465347110.8,0
67,12.2,30800142336,1526465347311.0518,0
68,13.9,30799900672,1526465347510.7664,0
69,10.7,30802575360,1526465347710.5422,0
70,10.8,30799945728,1526465347910.8738,0
71,10.9,30802518016,1526465348110.8088,0
72,6.3,30802309120,1526465348310.7915,0
73,6.9,30802382848,1526465348510.5903,0
74,6.3,30802259968,1526465348710.998,0
75,5.7,30801956864,1526465348910.506,0
76,6.8,30801842176,1526465349110.8042,0
77,4.6,30800740352,1526465349310.691,0
78,6.3,30800666624,1526465349510.7,0
79,9.1,30800609280,1526465349710.795,0
80,6.4,30801059840,1526465349910.6638,0
81,8.0,30801104896,1526465350110.7104,0
82,6.8,30800912384,1526465350310.828,0
83,3.9,30800969728,1526465350510.771,0
84,7.5,30801342464,1526465350710.686,0
85,6.9,30801387520,1526465350910.8247,0
86,6.4,30801395712,1526465351110.7163,0
87,6.4,30801268736,1526465351310.7395,0
88,6.4,30801395712,1526465351510.6294,0
