,cpu_load,mem_avail,timestamp,run
0,74.8,28153307136,1527848426724.9932,0
1,75.2,28154961920,1527848426925.1516,0
2,76.8,28156047360,1527848427125.3357,0
3,72.8,28155187200,1527848427329.2146,0
4,60.5,28154265600,1527848427525.4878,0
5,83.3,28155895808,1527848427725.1309,0
6,73.5,28154970112,1527848427924.9082,0
7,46.4,28156903424,1527848428124.9082,0
8,77.7,28150595584,1527848428325.0547,0
9,75.3,28148441088,1527848428525.0483,0
10,74.2,28151668736,1527848428724.9111,0
11,94.4,28148203520,1527848428926.2778,0
12,94.9,28148064256,1527848429125.0266,0
13,96.8,28145782784,1527848429324.9397,0
14,84.8,28148264960,1527848429525.0374,0
15,86.8,28146565120,1527848429725.045,0
16,74.8,28148359168,1527848429925.3474,0
17,42.2,28149284864,1527848430129.2676,0
18,81.0,28145500160,1527848430325.0002,0
19,71.3,28146057216,1527848430524.9966,0
20,77.2,28150398976,1527848430726.2805,0
21,91.8,28147900416,1527848430926.5437,0
22,86.2,28148293632,1527848431129.1443,0
23,62.7,28153692160,1527848431324.9814,0
24,88.0,28142546944,1527848431525.0007,0
25,96.1,28146008064,1527848431726.3408,0
26,73.2,28140830720,1527848431924.9397,0
27,70.1,28142829568,1527848432129.2583,0
28,80.6,28146126848,1527848432326.0742,0
29,98.1,28138811392,1527848432525.0881,0
30,97.5,28152430592,1527848432724.8076,0
31,96.9,28143058944,1527848432929.1096,0
32,98.1,28134682624,1527848433125.012,0
33,94.3,28148346880,1527848433324.968,0
34,93.1,28141395968,1527848433524.926,0
35,95.6,28143140864,1527848433725.3704,0
36,93.0,28145143808,1527848433925.1333,0
37,89.6,28147429376,1527848434125.161,0
38,73.5,28150550528,1527848434324.8196,0
39,71.7,28148105216,1527848434524.5393,0
40,80.7,28147830784,1527848434724.8535,0
41,55.2,28149919744,1527848434926.583,0
42,71.6,28146364416,1527848435125.9412,0
43,44.2,28147900416,1527848435325.1929,0
44,66.0,28146479104,1527848435524.8057,0
45,35.7,28151181312,1527848435724.8286,0
