,cpu_load,mem_avail,timestamp
0,43.9,26197581824,1526055313675.5283
1,41.4,26194841600,1526055313875.2317
2,40.8,26194477056,1526055314074.313
3,41.4,26190368768,1526055314273.3086
4,39.3,26190389248,1526055314473.3833
5,42.0,26190413824,1526055314672.9937
6,42.9,26191577088,1526055314872.7114
7,43.7,26190196736,1526055315072.7888
8,42.8,26190901248,1526055315272.8425
9,41.7,26190614528,1526055315472.7092
10,40.7,26191024128,1526055315672.7168
11,40.9,26190045184,1526055315872.8289
12,40.9,26190958592,1526055316072.7356
13,43.9,26191228928,1526055316272.8633
14,45.3,26190110720,1526055316472.7786
15,43.1,26191024128,1526055316673.0376
16,40.1,26190290944,1526055316872.843
17,40.9,26191200256,1526055317072.8804
18,42.3,26190290944,1526055317272.9514
19,41.3,26190245888,1526055317473.0708
20,41.7,26190143488,1526055317672.7842
21,45.3,26190753792,1526055317872.8154
22,39.3,26190794752,1526055318073.0847
23,41.7,26190057472,1526055318273.1497
24,38.5,26190589952,1526055318472.7678
25,41.3,26190888960,1526055318672.6538
26,40.9,26190639104,1526055318872.7007
27,40.7,26191187968,1526055319073.1958
28,47.7,26151608320,1526055319277.3728
29,45.9,26148134912,1526055319472.9304
30,44.0,26146816000,1526055319673.799
31,47.6,26147987456,1526055319872.5723
32,51.0,26147065856,1526055320072.5442
33,48.3,26145263616,1526055320273.8823
34,58.6,26139672576,1526055320474.0264
35,60.4,26138083328,1526055320672.946
36,54.7,26139238400,1526055320873.5554
37,51.8,26138828800,1526055321072.8132
38,56.6,26136563712,1526055321273.9292
39,62.1,26129539072,1526055321473.108
40,62.4,26128908288,1526055321673.0215
41,61.0,26129854464,1526055321873.4724
42,58.3,26131578880,1526055322073.0327
43,59.2,26130612224,1526055322274.233
44,63.3,26123227136,1526055322473.9497
45,66.9,26121453568,1526055322674.659
46,64.7,26122919936,1526055322873.6768
47,63.7,26123296768,1526055323077.5461
48,61.5,26122772480,1526055323277.3726
49,68.1,26114682880,1526055323472.917
50,74.2,26114056192,1526055323677.9329
51,74.3,26110844928,1526055323872.8433
52,70.5,26111971328,1526055324073.3157
53,73.5,26112958464,1526055324273.2925
54,78.3,26105499648,1526055324477.5815
55,81.0,26101706752,1526055324679.9138
56,71.1,26103205888,1526055324876.8855
57,69.1,26101403648,1526055325077.3425
58,70.8,26099908608,1526055325273.554
59,74.0,26091941888,1526055325474.0864
60,76.9,26088894464,1526055325674.5964
61,78.6,26087530496,1526055325876.8245
62,78.8,26091896832,1526055326073.3916
63,80.9,26093703168,1526055326277.3618
64,86.4,26085216256,1526055326473.9536
65,85.0,26080169984,1526055326675.4402
