,cpu_load,mem_avail,timestamp
0,63.5,26110689280,1526055483522.639
1,44.9,26109947904,1526055483722.298
2,42.3,26109775872,1526055483919.6782
3,40.1,26080268288,1526055484120.7183
4,39.3,26080165888,1526055484319.9482
5,40.1,26080694272,1526055484519.7283
6,42.1,26080882688,1526055484719.8975
7,44.7,26080579584,1526055484919.648
8,42.5,26080026624,1526055485119.7927
9,42.2,26080567296,1526055485319.6873
10,41.7,26080800768,1526055485519.6013
11,44.0,26080186368,1526055485719.507
12,42.2,26080653312,1526055485919.4802
13,40.3,26080440320,1526055486119.6519
14,40.5,26080362496,1526055486319.489
15,41.2,26080022528,1526055486519.6309
16,39.6,26080522240,1526055486719.49
17,42.3,26080358400,1526055486919.759
18,40.1,26080886784,1526055487120.119
19,40.9,26080911360,1526055487319.7795
20,41.1,26079916032,1526055487519.45
21,40.7,26081202176,1526055487719.6829
22,41.3,26080477184,1526055487919.7766
23,42.4,26080370688,1526055488119.746
24,40.5,26080268288,1526055488319.7222
25,44.7,26081050624,1526055488519.9436
26,41.2,26080563200,1526055488719.825
27,41.1,26080210944,1526055488919.763
28,46.0,26044850176,1526055489120.3599
29,45.7,26041212928,1526055489320.6145
30,46.5,26041335808,1526055489519.6863
31,55.9,26041294848,1526055489720.3325
32,52.3,26040619008,1526055489919.8037
33,54.4,26039214080,1526055490121.4204
34,58.2,26036948992,1526055490320.109
35,61.8,26036867072,1526055490519.879
36,56.7,26036862976,1526055490719.9514
37,52.7,26037088256,1526055490919.6235
38,54.4,26037051392,1526055491119.9756
39,64.3,26037600256,1526055491319.929
40,62.5,26037604352,1526055491521.2085
41,58.3,26036838400,1526055491719.8403
42,57.2,26037272576,1526055491919.783
43,62.4,26036994048,1526055492119.6494
44,62.5,26033795072,1526055492320.4329
45,68.2,26033459200,1526055492520.2263
46,65.8,26033025024,1526055492720.785
47,64.9,26034999296,1526055492921.653
48,67.1,26034135040,1526055493120.9192
49,69.0,26030833664,1526055493319.789
50,77.9,26031169536,1526055493520.5884
51,73.4,26035048448,1526055493722.5962
52,72.5,26031280128,1526055493919.9546
53,73.9,26032013312,1526055494123.578
54,80.3,26031644672,1526055494325.352
55,82.5,26028064768,1526055494529.4814
56,80.5,26032750592,1526055494725.8906
57,70.9,26030862336,1526055494920.2031
58,77.9,26035142656,1526055495121.357
59,85.2,26025865216,1526055495325.4739
60,86.7,26027704320,1526055495522.8892
61,80.1,26031779840,1526055495720.0024
62,75.8,26030833664,1526055495926.4094
63,82.3,26028945408,1526055496129.4377
64,82.8,26025459712,1526055496322.0225
65,88.3,26025701376,1526055496525.43
66,85.6,26026532864,1526055496720.4814
67,87.0,26023940096,1526055496926.206
68,85.8,26027765760,1526055497119.6545
69,87.7,26020933632,1526055497320.3894
70,88.8,26023776256,1526055497522.7214
71,90.0,26019913728,1526055497725.4685
72,87.2,26023084032,1526055497921.2175
73,90.3,26025209856,1526055498122.9731
74,90.9,26021908480,1526055498325.4595
75,92.0,26018488320,1526055498519.9949
76,94.4,26022780928,1526055498725.535
77,87.8,26024316928,1526055498921.0476
78,90.2,26019844096,1526055499121.3577
79,92.5,26022838272,1526055499321.4146
80,92.5,26016915456,1526055499529.6074
81,91.4,26022195200,1526055499722.1892
82,87.1,26019344384,1526055499922.9155
83,94.5,26016153600,1526055500129.4695
84,94.2,26016890880,1526055500325.3481
85,93.1,26017603584,1526055500529.4612
86,88.4,26023030784,1526055500722.0813
87,91.8,26020659200,1526055500925.4705
88,95.5,26021658624,1526055501121.4543
89,94.3,26021576704,1526055501321.9119
90,92.2,26019647488,1526055501521.5283
91,92.5,26027520000,1526055501727.6604
92,90.8,26027917312,1526055501921.9912
93,95.0,26023874560,1526055502126.1145
94,96.1,26024742912,1526055502323.3718
95,91.3,26024460288,1526055502531.8186
96,94.1,26022801408,1526055502725.4915
97,90.8,26027565056,1526055502919.8743
98,96.3,26023161856,1526055503125.407
99,94.7,26026176512,1526055503322.8474
100,93.2,26020917248,1526055503525.4521
101,90.8,26022735872,1526055503723.388
102,92.9,26025926656,1526055503922.1357
103,93.7,26022936576,1526055504126.179
104,96.1,26023014400,1526055504322.8438
105,91.0,26023022592,1526055504520.9019
106,93.1,26017951744,1526055504722.1648
107,91.8,26020548608,1526055504922.0984
108,93.1,26018398208,1526055505123.6052
109,92.9,26019065856,1526055505323.2048
110,88.5,26020597760,1526055505525.427
111,92.3,26016088064,1526055505725.4756
112,95.5,26025340928,1526055505922.4946
113,94.2,26019442688,1526055506120.4504
114,94.4,26017751040,1526055506325.6416
115,91.3,26022785024,1526055506520.3982
116,91.8,26021474304,1526055506723.1611
117,94.2,26022543360,1526055506922.0764
118,94.9,26017538048,1526055507120.997
119,92.5,26019483648,1526055507328.533
120,91.9,26022567936,1526055507522.0957
121,94.2,26022166528,1526055507725.5212
122,91.0,26028830720,1526055507925.4292
123,93.5,26028851200,1526055508120.9988
124,95.5,26028572672,1526055508320.1162
125,95.7,26027491328,1526055508521.5085
126,95.5,26024722432,1526055508720.044
127,93.9,26026127360,1526055508925.7703
128,92.1,26023055360,1526055509122.8674
129,93.6,26021871616,1526055509326.8535
130,92.5,26026037248,1526055509527.8462
131,90.5,26024448000,1526055509720.7175
132,94.5,26029338624,1526055509921.3323
133,91.6,26031427584,1526055510122.217
134,93.9,26025066496,1526055510327.966
135,92.1,26018897920,1526055510521.4045
136,90.4,26023923712,1526055510723.8765
137,91.1,26029146112,1526055510925.9314
138,89.9,26030718976,1526055511121.0283
139,95.6,26028441600,1526055511321.255
140,93.7,26026725376,1526055511526.4163
141,92.1,26027847680,1526055511719.6577
142,92.4,26019860480,1526055511920.721
143,91.6,26026958848,1526055512119.2166
144,93.7,26028498944,1526055512322.0305
145,93.7,26020728832,1526055512525.9697
146,92.9,26025680896,1526055512721.3586
147,93.6,26026512384,1526055512920.9539
148,96.2,26022166528,1526055513121.3413
149,90.4,26023301120,1526055513322.1206
150,92.4,26021421056,1526055513523.1228
151,92.2,26025099264,1526055513722.0664
152,93.2,26023313408,1526055513925.5254
153,94.0,26028015616,1526055514119.8564
154,92.3,26029363200,1526055514322.1226
155,91.6,26024239104,1526055514522.1396
156,93.1,26021810176,1526055514721.4353
157,89.4,26027225088,1526055514925.4724
158,93.7,26086072320,1526055515129.3293
159,91.4,26085289984,1526055515325.586
160,93.5,26083303424,1526055515525.1265
161,92.7,26085658624,1526055515719.9028
162,90.3,26087161856,1526055515923.2593
163,94.3,26086285312,1526055516126.3843
164,94.1,26089107456,1526055516321.3486
165,92.6,26082074624,1526055516525.379
166,93.9,26081075200,1526055516729.4976
167,92.8,26088185856,1526055516925.4849
168,93.5,26084622336,1526055517120.9814
169,91.6,26084069376,1526055517323.8447
170,91.4,26080133120,1526055517523.1943
171,90.8,26081853440,1526055517725.394
172,88.4,26084151296,1526055517928.758
173,90.6,26083299328,1526055518129.3843
174,92.7,26086617088,1526055518325.4531
175,92.3,26081984512,1526055518521.9097
176,92.8,26088206336,1526055518720.42
177,84.5,26085236736,1526055518920.8735
178,93.5,26085236736,1526055519121.7717
179,89.7,26088042496,1526055519325.5046
180,92.7,26085437440,1526055519523.609
181,90.6,26088202240,1526055519721.9363
182,91.0,26087501824,1526055519922.0962
183,90.1,26089418752,1526055520120.151
184,93.6,26089369600,1526055520319.8367
185,91.6,26087047168,1526055520529.513
186,91.2,26086883328,1526055520720.0815
187,91.0,26091872256,1526055520920.2197
188,89.4,26086014976,1526055521125.4739
189,93.2,26091507712,1526055521319.7864
190,91.1,26088341504,1526055521520.8071
191,95.0,26087321600,1526055521720.43
192,88.8,26089578496,1526055521919.755
193,87.2,26089062400,1526055522120.6602
194,90.3,26087260160,1526055522320.1042
195,91.4,26086027264,1526055522524.938
196,90.3,26085449728,1526055522729.5361
197,90.0,26083770368,1526055522922.9
198,89.9,26088968192,1526055523123.1028
199,94.3,26083717120,1526055523322.1052
200,94.3,26082684928,1526055523523.7468
201,89.9,26087833600,1526055523720.3706
202,91.9,26085421056,1526055523925.5276
203,94.2,26089828352,1526055524122.2449
204,92.5,26082377728,1526055524326.2297
205,94.0,26083512320,1526055524520.0317
206,93.8,26089746432,1526055524722.5454
207,92.7,26086395904,1526055524925.4626
208,95.5,26088906752,1526055525120.9065
209,91.4,26091720704,1526055525320.679
210,93.1,26088235008,1526055525520.3865
211,91.6,26088251392,1526055525720.8086
212,88.8,26086481920,1526055525923.7952
213,93.6,26088632320,1526055526126.859
214,89.1,26090467328,1526055526329.446
215,93.4,26086207488,1526055526525.471
216,94.8,26087182336,1526055526725.4417
217,92.5,26085806080,1526055526926.4185
218,92.7,26089091072,1526055527119.624
219,87.3,26089373696,1526055527324.5112
220,94.2,26085367808,1526055527520.8032
221,93.1,26083983360,1526055527721.5706
222,91.1,26084986880,1526055527926.0803
223,91.6,26083667968,1526055528125.4236
224,87.4,26092015616,1526055528324.025
225,92.2,26084298752,1526055528522.979
226,94.3,26084352000,1526055528725.532
227,91.6,26084265984,1526055528922.4739
228,95.6,26083856384,1526055529123.983
229,89.0,26090102784,1526055529321.754
230,92.8,26087378944,1526055529522.832
231,93.5,26088022016,1526055529723.4172
232,88.6,26086109184,1526055529922.0454
233,92.2,26086293504,1526055530120.5693
234,86.0,26092797952,1526055530323.3281
235,88.0,26087895040,1526055530522.746
236,92.4,26087399424,1526055530723.4978
237,87.7,26089136128,1526055530922.0269
238,91.5,26085974016,1526055531125.4834
239,92.9,26092023808,1526055531325.4392
240,90.6,26088972288,1526055531526.1362
241,92.8,26092781568,1526055531722.1748
242,88.5,26089897984,1526055531923.4773
243,90.9,26089328640,1526055532120.2556
244,87.2,26092396544,1526055532324.7522
245,87.6,26091487232,1526055532519.812
246,89.7,26092290048,1526055532721.1506
247,83.9,26091773952,1526055532924.6206
248,85.6,26091581440,1526055533119.76
249,88.8,26089320448,1526055533319.6943
250,91.3,26089930752,1526055533523.1826
251,90.8,26091700224,1526055533720.2812
252,55.6,26091732992,1526055533919.6174
253,80.3,26089537536,1526055534122.0564
254,91.8,26089283584,1526055534323.6917
255,90.9,26089193472,1526055534525.3066
256,87.8,26092609536,1526055534720.2258
257,85.9,26089373696,1526055534926.1665
258,83.2,26086428672,1526055535122.101
259,83.3,26087505920,1526055535319.8308
260,87.5,26088419328,1526055535521.3726
261,86.9,26088124416,1526055535724.2961
262,87.4,26089582592,1526055535919.8115
263,87.2,26087870464,1526055536125.6208
264,90.2,26087292928,1526055536321.3176
265,88.5,26086830080,1526055536521.2388
266,91.7,26086957056,1526055536725.3416
267,87.8,26090278912,1526055536923.029
268,88.3,26086129664,1526055537129.4185
269,94.1,26086576128,1526055537323.1719
270,88.1,26087723008,1526055537526.3062
271,90.3,26087247872,1526055537722.545
272,86.1,26087849984,1526055537921.3572
273,86.8,26087055360,1526055538120.0908
274,91.0,26090000384,1526055538319.9312
275,89.2,26089164800,1526055538521.368
276,90.4,26086363136,1526055538725.5708
277,88.6,26089746432,1526055538921.364
278,87.7,26084265984,1526055539119.9844
279,89.6,26084302848,1526055539325.4658
280,91.2,26084814848,1526055539525.4458
281,92.6,26084012032,1526055539722.9712
282,89.7,26087809024,1526055539921.9397
283,85.7,26084651008,1526055540120.1853
284,90.3,26084016128,1526055540329.4783
285,89.5,26084315136,1526055540521.3547
286,91.5,26084147200,1526055540729.4998
287,83.1,26087133184,1526055540920.6663
288,85.9,26082766848,1526055541129.437
289,89.2,26082054144,1526055541324.7512
290,91.6,26085515264,1526055541520.2405
291,89.8,26086039552,1526055541722.277
292,91.7,26085842944,1526055541921.228
293,87.5,26088108032,1526055542120.861
294,89.9,26083340288,1526055542320.109
295,94.3,26080108544,1526055542522.0544
296,87.8,26087567360,1526055542721.9512
297,66.0,26086858752,1526055542919.8552
298,93.0,26086756352,1526055543120.4773
299,94.9,26081832960,1526055543321.9343
300,94.3,26084421632,1526055543522.018
301,93.6,26088161280,1526055543722.7676
302,91.6,26087309312,1526055543925.9922
303,79.6,26091167744,1526055544121.2195
304,92.5,26085654528,1526055544320.9763
305,95.6,26087415808,1526055544524.129
306,83.8,26093019136,1526055544720.308
307,88.1,26088161280,1526055544925.5525
308,93.1,26086203392,1526055545124.8975
309,91.6,26083069952,1526055545321.3958
310,96.2,26084638720,1526055545525.8171
311,94.9,26089668608,1526055545729.534
312,91.7,26084032512,1526055545925.5186
313,96.1,26081964032,1526055546125.4473
314,91.3,26086510592,1526055546321.084
315,94.4,26080518144,1526055546522.2903
316,91.8,26082574336,1526055546725.932
317,93.4,26079752192,1526055546921.3958
318,92.9,26082643968,1526055547120.1843
319,92.5,26083155968,1526055547325.3555
320,94.0,26084515840,1526055547522.2175
321,93.6,26085343232,1526055547720.9575
322,93.5,26080301056,1526055547920.775
323,94.3,26084339712,1526055548122.947
324,91.8,26080661504,1526055548321.1611
325,94.3,26077978624,1526055548525.5818
326,92.0,26080989184,1526055548722.0417
327,93.1,26084651008,1526055548924.4265
328,92.9,26080268288,1526055549121.9421
329,95.4,26081501184,1526055549319.9133
330,93.8,26081452032,1526055549525.4294
331,89.2,26087378944,1526055549720.2314
332,93.6,26078486528,1526055549921.297
333,94.2,26081067008,1526055550122.5012
334,92.5,26087301120,1526055550326.2083
335,92.0,26084237312,1526055550522.8462
336,93.8,26087182336,1526055550723.0295
337,91.2,26088423424,1526055550925.41
338,89.9,26085093376,1526055551129.4387
339,91.3,26084171776,1526055551325.7456
340,92.9,26087153664,1526055551521.8481
341,94.9,26084728832,1526055551723.2446
342,92.5,26085384192,1526055551925.5688
343,90.9,26080419840,1526055552122.6003
344,96.8,26082762752,1526055552325.7175
345,94.2,26088669184,1526055552521.2664
346,87.8,26084335616,1526055552720.4377
347,90.1,26049662976,1526055552925.5117
348,90.3,26049794048,1526055553123.8079
349,90.1,26048782336,1526055553333.2273
350,91.7,26055151616,1526055553520.8625
351,77.9,26054938624,1526055553722.385
352,81.4,26049871872,1526055553922.0952
353,86.0,26051809280,1526055554125.4102
354,86.1,26052689920,1526055554321.6284
355,77.6,26055708672,1526055554520.3213
356,79.6,26057760768,1526055554725.4912
357,75.7,26058383360,1526055554923.203
358,79.3,26056245248,1526055555125.514
359,71.2,26053894144,1526055555319.5798
360,71.9,26056978432,1526055555523.6978
361,73.5,26057220096,1526055555719.744
362,69.9,26054377472,1526055555921.9282
363,73.5,26054832128,1526055556125.3982
364,71.1,26057932800,1526055556325.3584
365,60.5,26057969664,1526055556521.2998
366,60.0,26057428992,1526055556721.2144
367,60.1,26058182656,1526055556922.0793
368,60.0,26054701056,1526055557121.6125
369,59.5,26058149888,1526055557319.885
370,59.2,26058948608,1526055557521.3325
371,61.1,26057650176,1526055557721.9138
372,59.9,26058506240,1526055557920.857
373,57.3,26054672384,1526055558119.6877
374,62.4,26058080256,1526055558319.8105
375,54.4,26058051584,1526055558519.7112
376,55.1,26058006528,1526055558721.3186
377,52.1,26055839744,1526055558919.9932
378,54.8,26055933952,1526055559121.3503
379,55.5,26058543104,1526055559319.734
380,51.6,26058776576,1526055559519.9128
381,50.7,26058440704,1526055559720.1345
382,51.3,26058805248,1526055559920.323
383,50.0,26058842112,1526055560121.3105
384,50.0,26059595776,1526055560319.774
385,47.9,26059456512,1526055560519.7957
386,50.0,26062278656,1526055560719.768
387,42.4,26062311424,1526055560919.7014
388,47.7,26062315520,1526055561119.9146
389,46.6,26060562432,1526055561319.694
390,45.5,26060460032,1526055561522.7043
391,43.3,26063933440,1526055561719.4912
392,41.8,26101284864,1526055561919.581
393,40.3,26101760000,1526055562119.9297
394,42.5,26101268480,1526055562319.7903
395,41.3,26101637120,1526055562519.619
396,37.8,26101526528,1526055562719.6665
