,cpu_load,mem_avail,timestamp
0,47.2,25757847552,1526054890048.7156
1,36.8,25754984448,1526054890248.597
2,35.5,25751289856,1526054890445.3694
3,33.6,25752387584,1526054890645.0977
4,34.0,25751695360,1526054890845.0894
5,35.3,25752018944,1526054891045.2192
6,33.6,25751449600,1526054891245.303
7,38.4,25751887872,1526054891445.1792
8,34.6,25752199168,1526054891645.2258
9,35.5,25751990272,1526054891845.0127
10,33.8,25752014848,1526054892045.041
11,35.1,25751277568,1526054892244.972
12,34.4,25752444928,1526054892444.839
13,33.3,25751453696,1526054892645.4036
14,35.6,25751953408,1526054892844.9949
15,33.3,25751961600,1526054893044.951
16,34.8,25751986176,1526054893245.4304
17,35.4,25751924736,1526054893445.3472
18,34.8,25751605248,1526054893645.021
19,32.7,25752236032,1526054893844.997
20,35.3,25751920640,1526054894045.1719
21,33.1,25752035328,1526054894244.713
22,35.3,25752309760,1526054894445.0415
23,34.6,25752322048,1526054894645.2246
24,34.2,25751982080,1526054894845.2524
25,35.7,25751453696,1526054895045.3867
26,36.1,25735340032,1526054895247.8042
27,39.9,25729347584,1526054895445.5193
28,44.9,25728917504,1526054895644.8462
29,45.3,25729339392,1526054895846.0105
30,43.4,25729052672,1526054896045.3074
31,42.2,25729245184,1526054896245.823
32,51.3,25726394368,1526054896445.565
33,55.0,25725161472,1526054896644.8914
34,49.3,25725091840,1526054896844.9824
35,50.3,25725374464,1526054897045.0422
36,48.4,25725919232,1526054897244.9165
37,53.6,25722703872,1526054897444.912
38,56.7,25722408960,1526054897644.9456
39,59.5,25722040320,1526054897844.9446
40,54.6,25722314752,1526054898045.0747
41,51.3,25722732544,1526054898249.35
42,63.6,25719533568,1526054898445.2031
43,62.1,25718530048,1526054898645.5278
44,61.2,25718915072,1526054898845.0417
45,58.8,25719177216,1526054899044.9321
46,57.0,25719431168,1526054899244.995
47,61.7,25716711424,1526054899445.3323
48,71.5,25716477952,1526054899645.4187
49,68.9,25718988800,1526054899844.8193
50,64.8,25716080640,1526054900045.1921
51,62.1,25716760576,1526054900249.5095
52,63.4,25717993472,1526054900445.314
53,70.8,25716346880,1526054900653.6763
54,70.7,25719177216,1526054900846.8462
55,60.9,25714552832,1526054901045.0164
56,62.7,25718181888,1526054901246.1787
57,65.2,25718456320,1526054901445.3977
58,67.5,25720791040,1526054901645.3794
59,61.2,25720627200,1526054901844.9326
60,61.1,25721114624,1526054902046.2505
61,62.5,25722380288,1526054902244.7021
62,61.0,25718747136,1526054902445.042
63,62.2,25722372096,1526054902649.6116
64,60.0,25722343424,1526054902844.8784
65,61.2,25720385536,1526054903053.5515
66,63.2,25715806208,1526054903245.551
67,63.7,25716813824,1526054903445.7793
68,62.8,25716674560,1526054903646.7432
69,64.0,25719410688,1526054903845.106
70,59.3,25718489088,1526054904045.181
71,65.4,25717817344,1526054904246.0
72,61.3,25714958336,1526054904449.4685
73,60.3,25718468608,1526054904645.2908
74,55.3,25715470336,1526054904844.8662
75,64.2,25714929664,1526054905045.211
76,62.6,25717698560,1526054905245.3884
77,59.5,25719291904,1526054905446.153
78,55.3,25720090624,1526054905645.2156
79,54.7,25719922688,1526054905845.2385
80,63.6,25721208832,1526054906045.196
81,62.7,25721131008,1526054906245.5935
82,63.3,25720221696,1526054906445.0496
83,60.3,25719853056,1526054906645.2773
84,61.4,25719791616,1526054906844.8745
85,64.6,25720107008,1526054907045.152
86,64.9,25720299520,1526054907245.2168
87,63.2,25719812096,1526054907445.296
88,62.7,25718329344,1526054907653.2383
89,68.0,25718022144,1526054907845.3135
90,65.6,25721049088,1526054908049.5034
91,67.1,25716920320,1526054908244.9536
92,63.9,25717047296,1526054908444.845
93,64.1,25715609600,1526054908645.0596
94,65.4,25717460992,1526054908849.5337
95,66.7,25716092928,1526054909048.351
96,70.7,25719164928,1526054909245.381
97,69.4,25718214656,1526054909449.6128
98,64.1,25721839616,1526054909645.0435
99,63.8,25723265024,1526054909845.457
100,63.5,25719300096,1526054910045.4846
101,66.0,25722789888,1526054910246.0317
102,68.9,25721671680,1526054910446.8408
103,65.1,25718218752,1526054910645.0986
104,67.8,25719197696,1526054910845.0676
105,60.9,25722728448,1526054911046.1267
106,64.5,25722445824,1526054911245.3252
107,63.3,25720414208,1526054911448.246
108,62.3,25721606144,1526054911646.6355
109,61.4,25717895168,1526054911845.392
110,66.9,25720786944,1526054912049.589
111,64.7,25719078912,1526054912250.2783
112,62.2,25722580992,1526054912445.495
113,65.0,25719406592,1526054912646.2837
114,65.5,25719001088,1526054912845.1333
115,68.4,25718071296,1526054913045.516
116,61.7,25721319424,1526054913245.0627
117,62.6,25721569280,1526054913445.421
118,64.6,25721769984,1526054913645.2935
119,64.0,25722540032,1526054913844.9226
120,65.4,25720950784,1526054914045.4646
121,64.6,25753460736,1526054914246.4482
122,65.8,25751093248,1526054914445.411
123,61.2,25752989696,1526054914645.7483
124,63.8,25751498752,1526054914848.6194
125,66.9,25753731072,1526054915045.0127
126,65.2,25752817664,1526054915245.8909
127,61.1,25753468928,1526054915444.9297
128,64.5,25753624576,1526054915645.008
