,cpu_load,mem_avail,timestamp,run
0,67.1,28852903936,1526369511825.3967,0
1,66.2,28848386048,1526369512022.615,0
2,66.9,28852633600,1526369512224.8677,0
3,69.9,28850176000,1526369512426.277,0
4,69.1,28850241536,1526369512622.9385,0
5,63.8,28848234496,1526369512822.441,0
6,59.9,28849188864,1526369513022.4338,0
7,57.7,28849795072,1526369513222.2417,0
8,57.7,28850966528,1526369513425.1382,0
9,57.0,28850720768,1526369513622.5933,0
10,58.4,28850647040,1526369513822.5042,0
11,55.0,28854001664,1526369514024.889,0
12,57.0,28854165504,1526369514222.81,0
13,57.7,28880175104,1526369514422.5981,0
14,62.7,28876615680,1526369514623.0796,0
15,57.0,28875837440,1526369514822.4724,0
16,58.7,28875862016,1526369515023.5613,0
17,64.0,28873306112,1526369515224.907,0
18,60.4,28878417920,1526369515423.455,0
19,67.3,28873797632,1526369515625.3362,0
20,69.9,28876128256,1526369515822.5713,0
21,77.8,28874616832,1526369516029.116,0
22,63.9,28872560640,1526369516222.715,0
23,76.7,28871151616,1526369516422.051,0
24,70.3,28873347072,1526369516625.7576,0
25,75.7,28872105984,1526369516825.069,0
26,69.7,28873703424,1526369517022.5557,0
27,68.6,28877086720,1526369517222.2825,0
28,65.6,28874907648,1526369517422.373,0
29,54.7,28876034048,1526369517622.343,0
30,49.6,28874313728,1526369517822.2349,0
31,54.0,28872081408,1526369518022.3389,0
32,53.9,28870049792,1526369518222.3494,0
33,57.4,28875444224,1526369518422.5151,0
34,49.3,28871000064,1526369518624.4077,0
35,53.4,28872892416,1526369518822.6543,0
36,59.8,28874162176,1526369519025.567,0
37,60.8,28876337152,1526369519222.3518,0
38,56.9,28872646656,1526369519422.7205,0
39,55.1,28880388096,1526369519625.7224,0
40,61.3,28878913536,1526369519822.4324,0
41,61.9,28877975552,1526369520026.782,0
42,59.7,28875395072,1526369520226.5195,0
43,63.0,28874932224,1526369520425.9343,0
44,61.3,28875702272,1526369520622.4387,0
45,59.7,28876894208,1526369520822.6997,0
46,64.9,28874342400,1526369521025.577,0
47,64.9,28877340672,1526369521225.681,0
48,63.9,28875169792,1526369521424.7627,0
49,63.3,28876025856,1526369521623.5618,0
50,61.7,28879761408,1526369521822.3503,0
51,63.7,28879224832,1526369522022.5532,0
52,61.1,28879585280,1526369522225.0718,0
53,59.5,28878331904,1526369522422.481,0
54,61.9,28878716928,1526369522625.9385,0
55,60.5,28878295040,1526369522825.8528,0
56,60.1,28878057472,1526369523022.4417,0
57,58.9,28878233600,1526369523225.2356,0
58,59.9,28876525568,1526369523422.4216,0
59,65.0,28875681792,1526369523629.0208,0
60,60.4,28877295616,1526369523822.3088,0
61,71.2,28873785344,1526369524022.5151,0
62,65.6,28877168640,1526369524222.2463,0
63,66.7,28881227776,1526369524425.8928,0
64,66.7,28882624512,1526369524622.5918,0
65,68.0,28881702912,1526369524822.931,0
66,70.3,28880162816,1526369525033.8313,0
67,66.4,28882370560,1526369525222.3892,0
68,67.1,28882776064,1526369525429.258,0
69,62.5,28884131840,1526369525622.3154,0
70,66.0,28883800064,1526369525825.1477,0
71,62.7,28886376448,1526369526025.068,0
72,60.1,28888743936,1526369526222.464,0
73,57.6,28883861504,1526369526422.3928,0
74,56.5,28887183360,1526369526625.7876,0
75,58.9,28883787776,1526369526825.4768,0
76,59.5,28887506944,1526369527022.5889,0
77,56.2,28887277568,1526369527222.4126,0
78,53.0,28886929408,1526369527422.2627,0
79,55.1,28887044096,1526369527622.5332,0
80,58.0,28886446080,1526369527822.2932,0
81,62.9,28883075072,1526369528022.3071,0
82,60.6,28881178624,1526369528222.3276,0
83,60.0,28883587072,1526369528422.4805,0
84,66.0,28887752704,1526369528622.3833,0
85,64.9,28883259392,1526369528822.5059,0
86,64.9,28885262336,1526369529022.5486,0
87,67.3,28888424448,1526369529222.2224,0
88,66.9,28884819968,1526369529422.5627,0
89,65.2,28887244800,1526369529622.3994,0
90,65.6,28890349568,1526369529826.1309,0
91,65.3,28886355968,1526369530029.1284,0
92,65.5,28887994368,1526369530222.411,0
93,62.8,28887465984,1526369530422.7417,0
94,62.0,28886560768,1526369530622.1887,0
95,59.3,28886704128,1526369530822.7354,0
96,55.6,28886495232,1526369531022.2676,0
97,55.1,28885544960,1526369531222.2593,0
98,55.1,28886921216,1526369531422.2483,0
99,54.9,28885803008,1526369531622.588,0
100,53.2,28885491712,1526369531822.4468,0
101,57.4,28885340160,1526369532022.7534,0
102,57.4,28885950464,1526369532223.2178,0
103,56.1,28885774336,1526369532422.6,0
104,56.4,28886482944,1526369532624.9011,0
105,57.1,28883378176,1526369532828.2192,0
106,57.2,28886065152,1526369533022.3242,0
107,61.5,28884328448,1526369533229.6035,0
108,63.9,28883615744,1526369533425.1511,0
109,57.6,28882923520,1526369533626.526,0
110,68.2,28883447808,1526369533822.7727,0
111,63.1,28884176896,1526369534025.724,0
112,63.8,28885639168,1526369534222.265,0
113,60.1,28890279936,1526369534422.5051,0
114,66.7,28896112640,1526369534625.4275,0
115,59.5,28893184000,1526369534824.124,0
116,64.1,28894756864,1526369535022.4702,0
117,59.1,28893954048,1526369535222.6533,0
118,56.7,28897607680,1526369535422.8682,0
119,61.5,28893327360,1526369535626.5256,0
120,64.1,28893171712,1526369535829.0908,0
121,66.2,28888260608,1526369536022.3708,0
122,57.6,28891766784,1526369536223.4775,0
123,62.5,28892831744,1526369536423.2378,0
124,64.3,28889870336,1526369536622.3748,0
125,57.1,28895522816,1526369536822.4963,0
126,60.4,28892897280,1526369537025.5212,0
127,57.3,28895940608,1526369537222.7158,0
128,55.5,28895444992,1526369537422.549,0
129,55.6,28895711232,1526369537622.356,0
130,57.5,28895571968,1526369537822.0981,0
131,59.0,28895158272,1526369538022.3542,0
132,62.3,28893863936,1526369538222.6094,0
133,66.9,28892831744,1526369538422.6926,0
134,60.3,28894072832,1526369538625.5332,0
135,65.8,28892803072,1526369538822.5054,0
136,62.6,28892573696,1526369539022.433,0
137,65.8,28893175808,1526369539222.234,0
138,64.9,28892893184,1526369539422.379,0
139,61.4,28895870976,1526369539622.1272,0
140,59.1,28896817152,1526369539822.1016,0
141,56.1,28895977472,1526369540022.3416,0
142,56.7,28896948224,1526369540222.4038,0
143,55.6,28895846400,1526369540422.1755,0
144,55.6,28895621120,1526369540622.308,0
145,55.4,28896153600,1526369540822.3115,0
146,59.1,28895621120,1526369541022.2563,0
147,58.1,28895772672,1526369541222.2344,0
148,58.3,28894900224,1526369541421.956,0
