,cpu_load,mem_avail,timestamp
110,35.2,27416453120,1526054357797.2417
111,35.4,27416301568,1526054357997.632
112,34.9,27416203264,1526054358197.749
113,37.7,27413340160,1526054358397.6118
114,34.6,27416719360,1526054358597.3772
115,39.0,27415756800,1526054358797.494
116,36.5,27416489984,1526054358997.603
117,37.0,27415601152,1526054359197.398
118,38.1,27416444928,1526054359397.3574
119,34.4,27416596480,1526054359597.155
120,34.2,27415519232,1526054359797.4746
121,35.4,27416055808,1526054359997.3623
122,33.1,27416731648,1526054360197.0823
123,33.5,27417182208,1526054360397.5967
124,32.1,27416924160,1526054360597.2463
125,31.4,27416707072,1526054360797.425
126,34.8,27416477696,1526054360997.279
127,35.4,27416371200,1526054361197.041
128,34.4,27417083904,1526054361397.1514
129,32.3,27415937024,1526054361597.304
130,31.4,27416080384,1526054361797.6375
131,31.8,27416281088,1526054361997.7512
132,35.0,27416051712,1526054362197.705
133,35.4,27415449600,1526054362397.6018
134,35.2,27416391680,1526054362597.2534
135,40.3,27412434944,1526054362797.2427
136,42.2,27413413888,1526054362997.0562
137,40.3,27411910656,1526054363197.3577
138,39.5,27413090304,1526054363397.7742
139,35.7,27416428544,1526054363597.3877
140,38.8,27413204992,1526054363797.2925
141,38.7,27416121344,1526054363997.363
142,36.2,27415269376,1526054364197.3457
143,34.6,27415937024,1526054364397.4514
144,31.2,27416109056,1526054364597.2493
145,35.0,27416399872,1526054364797.4163
146,33.1,27416817664,1526054364997.3433
147,33.8,27416993792,1526054365197.117
148,35.4,27417554944,1526054365397.298
149,35.0,27417628672,1526054365597.5508
150,32.1,27416494080,1526054365797.1558
151,34.8,27416870912,1526054365997.1716
152,32.2,27417333760,1526054366197.3965
153,33.8,27417346048,1526054366397.5244
154,36.8,27417391104,1526054366597.3364
155,38.3,27416645632,1526054366797.435
156,38.3,27416465408,1526054366997.6523
157,39.3,27416797184,1526054367197.4507
158,37.8,27418198016,1526054367397.111
159,33.1,27416735744,1526054367597.6272
160,39.4,27417620480,1526054367797.5186
161,35.8,27416739840,1526054367997.2542
162,32.7,27417280512,1526054368197.225
163,32.2,27417214976,1526054368397.31
164,34.2,27416932352,1526054368597.373
165,33.5,27417100288,1526054368797.4495
166,33.5,27416641536,1526054368997.7646
167,35.0,27417509888,1526054369197.3625
168,36.6,27417133056,1526054369397.7532
169,36.7,27415973888,1526054369597.8308
170,33.3,27417100288,1526054369797.31
171,32.7,27416461312,1526054369997.5886
172,34.6,27417116672,1526054370197.6738
173,32.7,27416961024,1526054370397.7034
174,36.5,27416039424,1526054370597.4158
175,31.6,27416649728,1526054370797.138
176,29.8,27416846336,1526054370997.2195
177,34.0,27417894912,1526054371197.6614
178,33.1,27417391104,1526054371397.7722
179,31.2,27417038848,1526054371597.6218
180,33.8,27417497600,1526054371797.2268
181,32.3,27417530368,1526054371997.3354
182,34.0,27417821184,1526054372197.3833
183,35.0,27417096192,1526054372397.371
184,33.3,27416686592,1526054372597.5251
185,38.7,27416850432,1526054372797.4968
186,38.5,27413331968,1526054372998.1702
187,40.2,27413749760,1526054373198.0574
188,42.4,27414450176,1526054373397.4912
189,40.5,27414249472,1526054373597.3926
190,37.6,27416879104,1526054373797.4802
191,34.8,27413684224,1526054373997.502
192,39.2,27416256512,1526054374197.3184
193,38.9,27425771520,1526054374397.864
194,36.6,27425226752,1526054374597.63
195,37.2,27425144832,1526054374797.5745
196,32.7,27425529856,1526054374997.5088
197,30.9,27425447936,1526054375197.6653
198,33.5,27424944128,1526054375397.3035
199,36.4,27424329728,1526054375597.82
200,34.4,27424636928,1526054375798.049
201,35.0,27425947648,1526054375997.7358
202,34.4,27425882112,1526054376197.276
203,35.4,27426000896,1526054376397.4421
204,35.4,27426291712,1526054376597.8076
205,34.8,27425718272,1526054376797.6218
206,34.0,27425390592,1526054376997.463
207,36.6,27426410496,1526054377197.435
208,32.5,27425861632,1526054377397.2168
209,35.0,27426074624,1526054377597.2976
210,30.7,27425484800,1526054377797.3572
211,34.8,27425595392,1526054377997.5344
212,31.6,27425906688,1526054378197.3904
213,35.0,27425304576,1526054378397.8835
214,32.7,27425337344,1526054378597.7622
215,36.1,27425280000,1526054378797.549
216,35.6,27425320960,1526054378997.802
217,27.9,27424989184,1526054379197.2332
218,35.0,27425378304,1526054379397.569
219,36.7,27426287616,1526054379598.1807
220,33.1,27425951744,1526054379797.4995
221,32.7,27425730560,1526054379997.3142
222,34.4,27425390592,1526054380197.312
223,36.1,27425525760,1526054380397.3567
224,32.9,27426156544,1526054380597.688
225,33.7,27426070528,1526054380797.2886
226,33.8,27425390592,1526054380997.8645
227,32.9,27426521088,1526054381197.3342
228,32.7,27424874496,1526054381397.8843
229,33.5,27425357824,1526054381597.202
230,31.2,27425910784,1526054381797.256
231,33.8,27425640448,1526054381997.5095
232,32.1,27426209792,1526054382197.3977
233,36.1,27425861632,1526054382397.595
234,34.4,27426033664,1526054382597.8853
235,33.8,27424776192,1526054382797.1948
236,31.4,27425775616,1526054382997.3745
237,34.8,27425488896,1526054383197.4587
238,30.7,27426238464,1526054383397.2375
239,35.0,27425394688,1526054383597.2063
240,32.9,27426123776,1526054383797.6494
241,30.9,27426541568,1526054383997.304
242,35.6,27426168832,1526054384198.201
243,40.7,27422232576,1526054384397.4822
244,38.5,27425591296,1526054384597.3594
245,34.8,27423109120,1526054384797.2444
246,39.4,27425972224,1526054384997.9875
247,42.2,27422117888,1526054385197.3513
248,34.0,27425812480,1526054385397.623
249,36.0,27425492992,1526054385597.6829
250,35.4,27425116160,1526054385797.6133
251,36.4,27425656832,1526054385997.3445
252,32.1,27425333248,1526054386197.2893
253,36.4,27425902592,1526054386397.2178
254,34.4,27426156544,1526054386597.4485
255,33.1,27425714176,1526054386797.8801
256,36.0,27425624064,1526054386997.3992
257,34.6,27425398784,1526054387197.4448
258,38.2,27425939456,1526054387397.456
259,32.7,27425239040,1526054387597.4832
260,35.4,27425153024,1526054387797.5906
261,35.8,27425443840,1526054387997.534
262,38.3,27426017280,1526054388197.5896
263,30.9,27425456128,1526054388397.5479
264,33.3,27426476032,1526054388597.8582
265,35.8,27426172928,1526054388797.492
266,33.7,27424886784,1526054388997.53
267,33.8,27426574336,1526054389197.3972
268,30.9,27425705984,1526054389397.4167
269,32.3,27426029568,1526054389597.413
270,32.9,27425427456,1526054389797.804
271,32.9,27426316288,1526054389997.612
272,32.1,27425333248,1526054390197.369
273,34.6,27426029568,1526054390397.409
274,35.4,27425144832,1526054390597.4377
275,33.7,27426430976,1526054390797.2786
276,34.4,27425456128,1526054390997.421
277,32.9,27425136640,1526054391197.2458
278,37.9,27426062336,1526054391397.2834
279,33.3,27426074624,1526054391597.2258
280,35.0,27426136064,1526054391797.4792
281,35.2,27424960512,1526054391997.554
282,35.0,27425406976,1526054392197.6226
283,32.7,27425067008,1526054392397.3157
284,35.6,27425198080,1526054392597.4167
285,35.6,27424681984,1526054392797.9092
286,37.8,27421822976,1526054392997.3503
287,41.7,27420307456,1526054393197.526
288,34.2,27422167040,1526054393397.191
289,41.4,27422146560,1526054393597.3335
290,40.4,27422035968,1526054393797.2996
291,35.9,27425312768,1526054393997.1946
292,36.5,27421908992,1526054394197.6584
293,39.6,27425255424,1526054394397.6917
294,40.6,27421663232,1526054394597.225
295,34.4,27425452032,1526054394797.3408
296,37.3,27425865728,1526054394997.5396
297,34.6,27425988608,1526054395197.2988
298,36.0,27425533952,1526054395397.1492
299,36.3,27425542144,1526054395597.4792
300,38.1,27421724672,1526054395797.2805
301,35.9,27425607680,1526054395997.492
302,37.1,27425898496,1526054396197.7207
303,35.7,27422281728,1526054396397.6716
304,37.1,27425652736,1526054396597.4768
305,35.5,27425406976,1526054396797.577
306,38.0,27425177600,1526054396997.5378
307,35.7,27425837056,1526054397197.48
308,34.6,27425816576,1526054397397.6567
309,30.7,27421573120,1526054397597.6562
310,33.8,27422257152,1526054397797.5981
311,35.2,27422195712,1526054397997.7305
312,36.8,27425902592,1526054398197.2627
313,35.0,27425812480,1526054398397.3945
314,37.2,27421753344,1526054398597.6929
315,33.3,27424960512,1526054398797.6218
316,36.0,27424702464,1526054398997.3523
317,33.8,27425521664,1526054399197.5295
318,32.3,27425361920,1526054399397.26
319,35.8,27425435648,1526054399597.114
320,32.5,27426119680,1526054399797.2688
321,37.5,27425685504,1526054399997.1753
322,32.5,27425869824,1526054400197.239
323,29.8,27426287616,1526054400397.491
324,30.9,27426070528,1526054400597.19
325,32.3,27425120256,1526054400797.75
326,34.2,27424829440,1526054400997.6292
327,31.6,27425001472,1526054401198.0886
328,32.9,27425206272,1526054401397.4185
329,33.5,27425730560,1526054401598.5044
330,34.4,27425304576,1526054401797.9485
331,34.6,27425882112,1526054401997.5955
332,32.3,27425267712,1526054402197.528
333,34.8,27425943552,1526054402397.4065
334,34.6,27425591296,1526054402597.4126
335,38.3,27421650944,1526054402797.4019
336,35.4,27425157120,1526054402997.502
337,27.4,27421143040,1526054403197.5344
338,27.5,27420409856,1526054403397.3745
339,27.2,27420692480,1526054403597.169
340,26.1,27420680192,1526054403797.2874
341,28.0,27421638656,1526054403997.203
342,27.2,27423166464,1526054404197.3994
