,cpu_load,mem_avail,timestamp
0,36.2,27402731520,1526054128856.5557
1,26.9,27400511488,1526054129054.9875
2,25.3,27400192000,1526054129252.7866
3,24.7,27400458240,1526054129452.5903
4,26.6,27401060352,1526054129652.726
5,27.4,27399835648,1526054129852.8057
6,26.6,27398930432,1526054130052.5095
7,30.9,27399618560,1526054130252.783
8,28.9,27399667712,1526054130452.5522
9,27.4,27399561216,1526054130652.6094
10,26.5,27400224768,1526054130852.5417
11,28.5,27399491584,1526054131052.5605
12,25.3,27400028160,1526054131252.6233
13,26.6,27399548928,1526054131452.5679
14,25.6,27400470528,1526054131652.8516
15,28.0,27399401472,1526054131852.537
16,26.4,27400392704,1526054132052.598
17,26.0,27399528448,1526054132252.377
18,26.9,27399442432,1526054132452.6868
19,28.0,27400409088,1526054132652.608
20,27.1,27400261632,1526054132852.9475
21,30.9,27400196096,1526054133052.9521
22,26.3,27400695808,1526054133252.6733
23,31.7,27399991296,1526054133452.8447
24,29.1,27400368128,1526054133653.2244
25,28.8,27393511424,1526054133853.0623
26,35.9,27386015744,1526054134052.7537
27,35.8,27384422400,1526054134252.4465
28,38.5,27384184832,1526054134452.5662
29,35.1,27383762944,1526054134652.6262
30,37.6,27384819712,1526054134853.052
31,43.1,27383545856,1526054135052.9802
32,38.0,27386372096,1526054135252.7593
33,35.8,27386281984,1526054135452.7678
34,30.7,27385278464,1526054135652.963
35,31.6,27386195968,1526054135852.6868
36,33.1,27385348096,1526054136052.6033
37,31.4,27386060800,1526054136252.5974
38,30.1,27385286656,1526054136452.5886
39,34.5,27385413632,1526054136652.5251
40,34.0,27386265600,1526054136852.5972
41,28.2,27385921536,1526054137052.5413
42,40.6,27385966592,1526054137252.887
43,39.0,27386130432,1526054137452.533
44,33.3,27386421248,1526054137652.7808
45,36.4,27386298368,1526054137852.8618
46,33.6,27384963072,1526054138052.8662
47,39.2,27384594432,1526054138252.5234
48,36.4,27385516032,1526054138452.857
49,41.7,27383869440,1526054138652.3938
50,32.7,27384836096,1526054138852.8052
51,41.0,27382829056,1526054139052.9026
52,40.5,27385524224,1526054139252.5498
53,32.7,27386949632,1526054139452.6829
54,36.0,27385884672,1526054139652.5193
55,35.4,27386679296,1526054139853.118
56,33.1,27385532416,1526054140052.4573
57,31.2,27385106432,1526054140252.6545
58,32.1,27385757696,1526054140452.5002
59,30.3,27384991744,1526054140652.5386
60,32.7,27385876480,1526054140852.6006
61,31.6,27385819136,1526054141052.7998
62,31.0,27386118144,1526054141252.401
63,34.8,27384950784,1526054141452.6833
64,30.8,27384807424,1526054141652.7483
65,32.3,27385335808,1526054141852.5562
66,30.7,27385253888,1526054142052.6782
67,33.3,27384582144,1526054142252.954
68,37.0,27383533568,1526054142453.1414
69,34.4,27383918592,1526054142652.5693
70,35.0,27384352768,1526054142852.6194
71,36.8,27384573952,1526054143052.5618
72,31.8,27386482688,1526054143252.5022
73,35.0,27386408960,1526054143452.5198
74,33.5,27386155008,1526054143652.609
75,35.8,27386073088,1526054143852.9465
76,35.4,27385372672,1526054144052.7534
77,35.2,27382747136,1526054144252.7288
78,34.0,27386970112,1526054144452.481
79,36.6,27382239232,1526054144653.04
80,32.7,27385384960,1526054144852.4373
81,31.0,27385233408,1526054145052.5107
82,34.6,27384254464,1526054145252.6545
83,33.8,27384700928,1526054145452.5479
84,38.5,27385720832,1526054145652.4683
85,36.0,27385511936,1526054145852.358
86,35.3,27383369728,1526054146052.8953
87,41.0,27382177792,1526054146253.1177
88,38.8,27383250944,1526054146452.7266
89,40.0,27386372096,1526054146652.876
90,34.2,27383918592,1526054146853.0222
91,39.9,27382546432,1526054147053.327
92,38.1,27417874432,1526054147252.7468
93,37.8,27422093312,1526054147452.7708
94,38.4,27419799552,1526054147652.4734
95,35.4,27420348416,1526054147852.551
96,32.7,27420532736,1526054148052.6892
97,34.4,27418779648,1526054148252.5417
98,32.3,27418796032,1526054148453.0408
99,32.5,27420303360,1526054148652.4915
100,32.1,27418013696,1526054148852.717
101,35.2,27417509888,1526054149052.9392
102,34.6,27417292800,1526054149252.7915
103,35.8,27420499968,1526054149452.4292
104,32.7,27418816512,1526054149652.8616
105,35.5,27418497024,1526054149852.7961
106,35.2,27419361280,1526054150052.7815
107,35.6,27419414528,1526054150252.6965
108,36.6,27419660288,1526054150452.6187
109,34.2,27419914240,1526054150652.78
110,35.0,27419537408,1526054150852.598
111,36.6,27419947008,1526054151052.5461
112,36.9,27418460160,1526054151253.274
113,39.9,27418877952,1526054151452.868
114,37.1,27415986176,1526054151652.7896
115,37.6,27417051136,1526054151852.977
116,36.3,27420712960,1526054152052.5076
117,37.7,27418566656,1526054152252.5193
118,37.1,27419578368,1526054152452.6829
119,37.3,27418656768,1526054152652.6033
120,37.8,27419308032,1526054152853.0366
121,36.7,27418935296,1526054153053.223
122,35.4,27419090944,1526054153252.867
123,40.9,27418316800,1526054153452.6975
124,40.9,27417522176,1526054153652.6091
125,43.9,27418394624,1526054153852.9824
126,35.2,27418058752,1526054154053.015
127,35.0,27419066368,1526054154252.9592
128,36.0,27418300416,1526054154452.68
129,32.1,27418263552,1526054154652.8516
130,34.2,27419168768,1526054154852.3599
131,33.5,27418439680,1526054155052.646
132,34.8,27417899008,1526054155252.752
133,36.1,27419115520,1526054155452.7974
134,36.9,27418349568,1526054155652.8606
135,39.4,27416223744,1526054155852.7861
136,36.9,27419910144,1526054156052.6238
137,41.5,27415969792,1526054156252.593
138,40.4,27419799552,1526054156452.8096
139,42.2,27417288704,1526054156653.054
140,38.0,27416739840,1526054156852.658
141,41.4,27415449600,1526054157052.541
142,38.6,27420692480,1526054157252.727
143,37.5,27420372992,1526054157453.1443
144,38.7,27420368896,1526054157653.122
145,31.8,27419758592,1526054157852.8428
146,33.5,27420282880,1526054158052.6812
147,35.8,27419168768,1526054158252.3188
148,33.5,27420033024,1526054158452.398
149,32.5,27419430912,1526054158652.4622
150,34.6,27418546176,1526054158852.6213
151,32.1,27419463680,1526054159052.571
152,34.0,27419115520,1526054159252.9595
153,31.6,27419246592,1526054159453.126
154,34.0,27418935296,1526054159653.217
155,32.1,27418963968,1526054159852.703
156,36.2,27418492928,1526054160052.6685
157,37.0,27419705344,1526054160252.557
158,35.2,27419430912,1526054160452.968
159,36.8,27419942912,1526054160652.7136
160,36.7,27420119040,1526054160852.6829
161,36.7,27419643904,1526054161052.612
162,35.2,27419140096,1526054161252.9678
163,34.0,27418759168,1526054161452.5059
164,37.0,27418890240,1526054161652.6199
165,30.0,27418697728,1526054161852.5137
166,32.7,27418365952,1526054162052.5244
167,28.6,27418603520,1526054162252.626
168,37.0,27419254784,1526054162452.9268
169,33.5,27419516928,1526054162652.8218
170,31.2,27418849280,1526054162852.6729
171,32.7,27418734592,1526054163052.5142
172,31.6,27418513408,1526054163252.7556
173,32.5,27419021312,1526054163452.7627
174,35.8,27418939392,1526054163652.4639
175,36.6,27419971584,1526054163852.7302
176,31.2,27418800128,1526054164052.8323
177,32.9,27418099712,1526054164253.0798
178,28.4,27418738688,1526054164452.7961
179,34.8,27419123712,1526054164652.674
180,32.7,27418394624,1526054164852.8096
181,34.8,27419185152,1526054165052.3518
182,33.5,27419095040,1526054165252.692
183,34.2,27419176960,1526054165452.6213
184,35.8,27418636288,1526054165652.6584
185,38.6,27419303936,1526054165852.9517
186,39.8,27417567232,1526054166052.8352
187,40.0,27420385280,1526054166252.7917
188,41.4,27417649152,1526054166452.7534
189,37.7,27418533888,1526054166652.7607
190,41.0,27417874432,1526054166852.5032
191,31.6,27420225536,1526054167052.5457
192,43.2,27425837056,1526054167252.581
193,38.9,27427995648,1526054167452.5442
194,35.8,27428950016,1526054167652.578
195,35.4,27428413440,1526054167852.9604
196,33.1,27429064704,1526054168052.8743
197,32.5,27428683776,1526054168252.3882
198,33.1,27428577280,1526054168452.9314
199,32.5,27427758080,1526054168652.8818
200,34.4,27428958208,1526054168853.0762
201,34.4,27428388864,1526054169052.6687
202,35.9,27428327424,1526054169252.8867
203,34.0,27427557376,1526054169452.9277
204,36.6,27427598336,1526054169652.616
205,33.3,27427917824,1526054169852.7373
206,34.6,27427627008,1526054170052.7983
207,35.6,27428380672,1526054170252.8806
208,34.8,27427139584,1526054170453.1023
209,34.8,27428122624,1526054170653.41
210,35.0,27428696064,1526054170852.4253
211,35.4,27428855808,1526054171052.8003
212,34.8,27429113856,1526054171253.057
213,35.2,27428708352,1526054171452.6528
214,36.4,27428704256,1526054171653.3535
215,33.3,27428900864,1526054171855.1077
216,29.5,27428524032,1526054172052.8157
217,33.5,27428986880,1526054172252.7283
218,30.5,27428454400,1526054172452.4768
219,33.3,27429249024,1526054172652.723
220,36.2,27429568512,1526054172852.6553
221,31.4,27429969920,1526054173052.4392
222,34.2,27430686720,1526054173252.8142
223,33.3,27429466112,1526054173452.445
224,31.6,27429588992,1526054173652.8516
225,33.3,27430465536,1526054173852.4565
226,34.4,27430674432,1526054174053.0957
227,32.9,27430170624,1526054174252.9976
228,31.8,27430793216,1526054174452.7327
229,33.1,27430563840,1526054174652.751
230,33.3,27430895616,1526054174852.3293
231,31.2,27430838272,1526054175052.5059
232,36.0,27431071744,1526054175252.522
233,34.2,27431366656,1526054175452.8079
234,32.9,27429400576,1526054175652.7546
235,30.7,27429494784,1526054175852.4565
236,34.4,27430150144,1526054176052.8938
237,32.7,27430309888,1526054176252.7673
238,34.2,27430453248,1526054176452.5867
239,32.9,27430883328,1526054176652.4978
240,31.4,27430342656,1526054176852.8188
241,34.6,27430322176,1526054177053.0295
242,33.8,27429232640,1526054177252.9792
243,34.4,27427561472,1526054177453.0386
244,38.5,27426951168,1526054177652.5774
245,35.1,27427631104,1526054177852.7642
246,39.1,27427213312,1526054178052.7273
247,39.6,27427020800,1526054178252.8665
248,37.3,27429888000,1526054178452.4666
249,33.8,27430424576,1526054178652.4749
250,35.4,27430424576,1526054178852.6638
251,33.1,27430592512,1526054179052.5105
252,34.8,27430404096,1526054179253.0122
