,client_id,end,run_id,start,success
0,0,1527513228922.3635,0,1527513209093.3635,False
1,0,1527513365355.6365,1,1527513297711.6365,True
2,0,1527513448824.4546,2,1527513379592.4546,True
3,0,1527513531867.9092,3,1527513464484.9092,True
4,0,1527513615047.4546,4,1527513547632.4546,True
5,0,1527513704634.2727,5,1527513635622.2727,True
6,0,1527513796084.818,6,1527513727964.818,True
7,0,1527513882396.2727,7,1527513814444.2727,True
8,0,1527513966965.9092,8,1527513898663.9092,True
9,0,1527514048720.3635,9,1527513979862.3635,True
10,0,1527514133286.818,10,1527514065471.818,True
11,0,1527514227065.6365,11,1527514159291.6365,True
12,0,1527514315220.2727,12,1527514246635.2727,True
13,0,1527514401972.6365,13,1527514332990.6365,True
14,0,1527514490104.9092,14,1527514420600.9092,True
15,0,1527514571014.3635,15,1527514502731.3635,True
16,0,1527514656269.5454,16,1527514587302.5454,True
17,0,1527514741937.818,17,1527514673520.818,True
18,0,1527514824674.0,18,1527514756373.0,True
19,0,1527514915093.5454,19,1527514848131.5454,True
20,0,1527514995646.9092,20,1527514927480.9092,True
21,0,1527515088973.4546,21,1527515020981.4546,True
22,0,1527515174551.0,22,1527515106741.0,True
23,0,1527515258545.9092,23,1527515188712.9092,True
24,0,1527515346416.6365,24,1527515277703.6365,True
25,0,1527515428230.9092,25,1527515360464.9092,True
26,0,1527515509824.9092,26,1527515443890.9092,True
27,0,1527515603335.818,27,1527515534913.818,True
28,0,1527515688010.0,28,1527515620251.0,True
29,0,1527515771591.7273,29,1527515701974.7273,True
30,0,1527515863928.9092,30,1527515795595.9092,True
31,0,1527515943429.4546,31,1527515874988.4546,True
32,0,1527516035371.4546,32,1527515966539.4546,True
33,0,1527516120143.6365,33,1527516052041.6365,True
34,0,1527516207777.6365,34,1527516139819.6365,True
35,0,1527516288369.818,35,1527516220590.818,True
36,0,1527516371978.4546,36,1527516302409.4546,True
37,0,1527516462470.182,37,1527516393757.182,True
38,0,1527516543378.0908,38,1527516475989.0908,True
39,0,1527516628583.0908,39,1527516560580.0908,True
40,0,1527516718071.5454,40,1527516649349.5454,True
41,0,1527516805010.0908,41,1527516732899.0908,True
42,0,1527516895397.3635,42,1527516827330.3635,True
43,0,1527516974481.182,43,1527516906054.182,True
44,0,1527517068462.6365,44,1527516999819.6365,True
45,0,1527517148350.5454,45,1527517080148.5454,True
46,0,1527517236932.2727,46,1527517168110.2727,True
47,0,1527517319464.3635,47,1527517251049.3635,True
48,0,1527517404962.4546,48,1527517337142.4546,True
49,0,1527517495922.6365,49,1527517428940.6365,True
50,0,1527517578443.0908,50,1527517510049.0908,True
51,0,1527517669780.0908,51,1527517598599.0908,True
52,0,1527517753856.4546,52,1527517686558.4546,True
53,0,1527517839471.182,53,1527517770228.182,True
54,0,1527517928540.2727,54,1527517862099.2727,True
55,0,1527518010726.4546,55,1527517942459.4546,True
56,0,1527518104151.0908,56,1527518034971.0908,True
57,0,1527518189349.9092,57,1527518121065.9092,True
58,0,1527518271273.818,58,1527518203092.818,True
59,0,1527518359553.182,59,1527518291351.182,True
60,0,1527518440019.9092,60,1527518371827.9092,True
61,0,1527518528008.182,61,1527518460400.182,True
62,0,1527518614319.4546,62,1527518545608.4546,True
63,0,1527518701733.0,63,1527518633669.0,True
64,0,1527518780249.0,64,1527518712718.0,True
65,0,1527518872672.818,65,1527518804157.818,True
66,0,1527518953470.6365,66,1527518884758.6365,True
67,0,1527519042132.9092,67,1527518974457.9092,True
68,0,1527519125089.5454,68,1527519058152.5454,True
69,0,1527519215821.2727,69,1527519147719.2727,True
70,0,1527519302108.5454,70,1527519234037.5454,True
71,0,1527519390685.9092,71,1527519321516.9092,True
72,0,1527519475866.0,72,1527519407527.0,True
73,0,1527519560511.2727,73,1527519492300.2727,True
74,0,1527519644671.9092,74,1527519573608.9092,True
75,0,1527519732609.818,75,1527519664467.818,True
76,0,1527519813259.0908,76,1527519745137.0908,True
77,0,1527519896302.0908,77,1527519829086.0908,True
78,0,1527519988627.9092,78,1527519921549.9092,True
79,0,1527520071485.9092,79,1527520002399.9092,True
80,0,1527520159749.9092,80,1527520091156.9092,True
81,0,1527520248215.9092,81,1527520178797.9092,True
82,0,1527520335774.0,82,1527520268488.0,True
83,0,1527520415773.9092,83,1527520346726.9092,True
84,0,1527520507699.3635,84,1527520440127.3635,True
85,0,1527520594366.7273,85,1527520526177.7273,True
86,0,1527520679941.818,86,1527520612146.818,True
87,0,1527520767518.2727,87,1527520699287.2727,True
88,0,1527520849329.6365,88,1527520780488.6365,True
89,0,1527520941271.182,89,1527520872347.182,True
90,0,1527521021338.7273,90,1527520953656.7273,True
91,0,1527521107677.2727,91,1527521037518.2727,True
92,0,1527521193894.0908,92,1527521124769.0908,True
93,0,1527521275488.9092,93,1527521206772.9092,True
94,0,1527521364189.6365,94,1527521296188.6365,True
95,0,1527521451418.182,95,1527521382717.182,True
96,0,1527521534576.2727,96,1527521465938.2727,True
97,0,1527521624789.3635,97,1527521556797.3635,True
98,0,1527521709886.2727,98,1527521641166.2727,True
99,0,1527521794695.5454,99,1527521726048.5454,True
