,cpu_load,mem_avail,timestamp,run
0,18.1,20652449792,1536587046937.9902,0
1,23.8,20652249088,1536587047137.9304,0
2,16.4,20652183552,1536587047338.1428,0
3,16.5,20652122112,1536587047537.695,0
4,14.4,20652417024,1536587047737.8228,0
5,14.6,20653375488,1536587047937.439,0
6,25.0,20653944832,1536587048137.6697,0
7,15.8,20652474368,1536587048337.3103,0
8,17.3,20650758144,1536587048537.3088,0
9,15.6,20649877504,1536587048737.5898,0
10,15.6,20648660992,1536587048937.5427,0
11,16.1,20650520576,1536587049137.7605,0
12,15.1,20647931904,1536587049337.6294,0
13,15.2,20650283008,1536587049537.4883,0
14,15.8,20650328064,1536587049737.7668,0
15,15.1,20650196992,1536587049937.6938,0
16,14.6,20650201088,1536587050137.625,0
17,16.4,20650262528,1536587050337.8235,0
18,15.2,20650356736,1536587050537.294,0
19,16.1,20650180608,1536587050737.567,0
20,15.1,20650074112,1536587050937.5627,0
21,16.1,20650049536,1536587051137.4902,0
22,14.6,20650143744,1536587051337.3508,0
23,16.9,20650332160,1536587051537.6958,0
24,15.6,20650209280,1536587051737.5232,0
25,18.2,20650143744,1536587051937.7324,0
26,18.3,20649385984,1536587052137.7097,0
27,20.1,20649074688,1536587052337.5044,0
28,17.8,20648976384,1536587052537.4617,0
29,15.1,20649242624,1536587052737.76,0
30,16.6,20651024384,1536587052937.4695,0
31,25.6,20650958848,1536587053137.6118,0
32,23.8,20651024384,1536587053337.768,0
33,16.4,20653932544,1536587053537.3623,0
34,19.3,20654317568,1536587053737.3218,0
35,16.7,20654317568,1536587053937.7212,0
36,18.3,20654317568,1536587054137.436,0
37,17.2,20654477312,1536587054337.3882,0
38,24.1,20654444544,1536587054537.4846,0
39,28.7,20654858240,1536587054737.7532,0
40,25.3,20629454848,1536587054936.715,0
41,31.9,20628545536,1536587055138.583,0
42,26.7,20623056896,1536587055337.5376,0
43,26.2,20620677120,1536587055537.531,0
44,25.0,20618391552,1536587055736.9854,0
45,24.4,20618391552,1536587055937.8218,0
46,21.5,20620791808,1536587056137.5513,0
47,19.9,20620832768,1536587056337.5554,0
48,24.2,20614041600,1536587056537.5266,0
49,22.4,20612517888,1536587056737.3347,0
