,cpu_load,mem_avail,timestamp,run
0,5.1,20848443392,1539359227497.049,0
1,6.8,20850769920,1539359227696.874,0
2,6.3,20850835456,1539359227897.1396,0
3,5.0,20850802688,1539359228096.9878,0
4,6.8,20851273728,1539359228297.12,0
5,5.0,20850966528,1539359228497.0527,0
6,5.1,20851007488,1539359228697.3262,0
7,5.0,20850974720,1539359228897.0256,0
8,5.6,20850946048,1539359229097.4282,0
9,7.0,20850409472,1539359229297.5012,0
10,9.8,20849065984,1539359229497.5369,0
11,6.9,20881129472,1539359229697.5186,0
12,14.5,20880187392,1539359229897.61,0
13,12.5,20882112512,1539359230097.4463,0
14,13.2,20881412096,1539359230297.2786,0
15,11.0,20880662528,1539359230497.1355,0
16,15.2,20880347136,1539359230697.5046,0
17,15.0,20879974400,1539359230897.1309,0
18,21.7,20856852480,1539359231097.5276,0
19,17.6,20812840960,1539359231297.3306,0
20,11.3,20816310272,1539359231497.0222,0
21,47.5,20769759232,1539359231696.8154,0
22,19.0,20766568448,1539359231899.5554,0
23,10.0,20764348416,1539359232097.4353,0
24,7.7,20764360704,1539359232296.757,0
25,6.3,20764250112,1539359232496.952,0
26,39.4,20746342400,1539359232703.8457,0
27,74.3,20864802816,1539359232900.6216,0
28,41.5,22824480768,1539359233097.276,0
29,26.5,22965272576,1539359233297.2737,0
30,21.2,22947934208,1539359233496.88,0
31,21.3,23472001024,1539359233697.09,0
32,10.4,23472193536,1539359233896.9292,0
33,9.0,23472644096,1539359234097.3188,0
34,9.6,23472685056,1539359234297.335,0
35,6.5,23508332544,1539359234497.1738,0
36,16.6,23508303872,1539359234696.8992,0
37,14.1,23509712896,1539359234897.508,0
38,16.4,23509778432,1539359235098.8528,0
39,12.5,23509377024,1539359235298.5818,0
40,12.5,23508963328,1539359235497.7617,0
41,19.9,23506169856,1539359235698.9802,0
42,17.9,23491575808,1539359235898.3809,0
43,12.9,23474814976,1539359236097.6323,0
44,7.5,23474814976,1539359236297.1814,0
45,7.5,23475834880,1539359236497.6091,0
46,5.7,23476060160,1539359236697.7686,0
47,7.5,23476092928,1539359236897.0308,0
48,6.2,23476224000,1539359237097.2722,0
49,16.6,23472500736,1539359237297.1606,0
50,23.2,23494766592,1539359237497.1768,0
51,11.5,23492870144,1539359237697.567,0
52,12.6,23495188480,1539359237896.8547,0
53,14.6,23492489216,1539359238096.758,0
54,13.4,23492571136,1539359238296.91,0
55,13.8,23494664192,1539359238497.0132,0
56,12.7,23497363456,1539359238697.491,0
57,14.5,23494696960,1539359238896.7473,0
58,16.9,23494705152,1539359239097.4382,0
59,18.5,23495577600,1539359239297.3088,0
