,client_id,end,run_id,start,success
0,0,1526410338200.0,0,1526410274314.0,True
1,0,1526410415982.9092,1,1526410352775.9092,True
2,0,1526410494904.818,2,1526410431016.818,True
3,0,1526410568763.0,3,1526410505477.0,True
4,0,1526410643836.9092,4,1526410579736.9092,True
5,0,1526410724637.5454,5,1526410656186.5454,True
6,0,1526410804072.6365,6,1526410740873.6365,True
7,0,1526410876720.182,7,1526410813442.182,True
8,0,1526410953173.182,8,1526410889256.182,True
9,0,1526411024532.0,9,1526410961344.0,True
10,0,1526411096344.0,10,1526411033375.0,True
11,0,1526411170974.6365,11,1526411107983.6365,True
12,0,1526411245173.0,12,1526411182014.0,True
13,0,1526411325767.7273,13,1526411261694.7273,True
14,0,1526411396397.0908,14,1526411332931.0908,True
15,0,1526411466423.818,15,1526411403260.818,True
16,0,1526411544211.6365,16,1526411480924.6365,True
17,0,1526411614319.0908,17,1526411551073.0908,True
18,0,1526411697110.6365,18,1526411627974.6365,True
19,0,1526411837159.4546,19,1526411773621.4546,True
20,0,1526411908002.7273,20,1526411843921.7273,True
21,0,1526411984061.4546,21,1526411920927.4546,True
22,0,1526412061922.3635,22,1526411998563.3635,True
23,0,1526412137559.4546,23,1526412074344.4546,True
24,0,1526412213562.818,24,1526412150113.818,True
25,0,1526412292500.818,25,1526412228042.818,True
26,0,1526412362843.2727,26,1526412299413.2727,True
27,0,1526412441785.9092,27,1526412378472.9092,True
28,0,1526412520305.818,28,1526412458132.818,True
29,0,1526412597305.7273,29,1526412534932.7273,True
30,0,1526412666591.5454,30,1526412604163.5454,True
31,0,1526412740674.2727,31,1526412678502.2727,True
32,0,1526412814357.9092,32,1526412752214.9092,True
33,0,1526412884293.7273,33,1526412821861.7273,True
34,0,1526412957449.6365,34,1526412895182.6365,True
35,0,1526413028731.5454,35,1526412964711.5454,True
36,0,1526413101412.818,36,1526413039261.818,True
37,0,1526413176618.3635,37,1526413109401.3635,True
38,0,1526413251743.5454,38,1526413189482.5454,True
39,0,1526413338695.9092,39,1526413266383.9092,True
40,0,1526413419987.0,40,1526413351563.0,True
41,0,1526413482691.9092,41,1526413428070.9092,False
42,0,1526413582394.6365,42,1526413495453.6365,False
43,0,1526413687762.0,43,1526413597342.0,True
44,0,1526413806875.7273,44,1526413695319.7273,True
45,0,1526413898234.0,45,1526413813820.0,False
46,0,1526413975023.0908,46,1526413906657.0908,True
47,0,1526414084944.2727,47,1526413987799.2727,True
48,0,1526414167509.0,48,1526414095619.0,False
49,0,1526414233643.2727,49,1526414182771.2727,False
50,0,1526414330872.818,50,1526414250477.818,True
51,0,1526414427631.182,51,1526414340111.182,True
52,0,1526414472313.4546,52,1526414403338.4546,False
53,0,1526414582920.7273,53,1526414497080.7273,True
54,0,1526414633359.9092,54,1526414594316.9092,False
55,0,1526414685703.5454,55,1526414665949.5454,False
56,0,1526414728914.818,56,1526414709176.818,False
57,0,1526414763767.5454,57,1526414743481.5454,False
58,0,1526414792138.3635,58,1526414772393.3635,False
59,0,1526414830234.5454,59,1526414810493.5454,False
60,0,1526414860010.182,60,1526414840248.182,False
61,0,1526414893383.5454,61,1526414873641.5454,False
62,0,1526414930262.3635,62,1526414910517.3635,False
63,0,1526414967317.2727,63,1526414947571.2727,False
64,0,1526415002335.0,64,1526414982592.0,False
65,0,1526415037622.2727,65,1526415016624.2727,False
66,0,1526415069810.3635,66,1526415049053.3635,False
67,0,1526415107603.818,67,1526415087868.818,False
68,0,1526415133534.2727,68,1526415113797.2727,False
69,0,1526415162687.0908,69,1526415141687.0908,False
70,0,1526415197975.7273,70,1526415178228.7273,False
71,0,1526415234342.5454,71,1526415214589.5454,False
72,0,1526415264660.0,72,1526415244912.0,False
73,0,1526415300664.818,73,1526415279653.818,False
74,0,1526415346868.2727,74,1526415327123.2727,False
75,0,1526415378670.9092,75,1526415357915.9092,False
76,0,1526415408599.6365,76,1526415388605.6365,False
77,0,1526415446255.6365,77,1526415424456.6365,False
78,0,1526415479960.3635,78,1526415460216.3635,False
79,0,1526415516568.9092,79,1526415496559.9092,False
80,0,1526415535874.5454,80,1526415514853.5454,False
81,0,1526415572181.9092,81,1526415552427.9092,False
82,0,1526415601726.818,82,1526415581703.818,False
83,0,1526415636362.0908,83,1526415616625.0908,False
84,0,1526415669263.3635,84,1526415648511.3635,False
85,0,1526415701883.4546,85,1526415681122.4546,False
86,0,1526415738248.3635,86,1526415718513.3635,False
87,0,1526415765514.5454,87,1526415745777.5454,False
88,0,1526415802534.5454,88,1526415782776.5454,False
89,0,1526415836550.2727,89,1526415816815.2727,False
90,0,1526415863798.3635,90,1526415844057.3635,False
91,0,1526415898751.7273,91,1526415879017.7273,False
92,0,1526415925090.6365,92,1526415905345.6365,False
93,0,1526415954902.9092,93,1526415934150.9092,False
94,0,1526415987306.4546,94,1526415967561.4546,False
95,0,1526416015830.0,95,1526415994840.0,False
96,0,1526416044700.4546,96,1526416023635.4546,False
97,0,1526416073442.9092,97,1526416053707.9092,False
98,0,1526416112513.818,98,1526416092754.818,False
99,0,1526416138330.3635,99,1526416118581.3635,False
