,cpu_load,mem_avail,timestamp
0,69.6,26119270400,1526055646012.5388
1,43.4,26118410240,1526055646212.1824
2,44.2,26117894144,1526055646409.7954
3,43.3,26117812224,1526055646609.8237
4,42.3,26114015232,1526055646809.498
5,41.6,26113990656,1526055647009.8394
6,42.9,26114134016,1526055647209.2046
7,43.5,26114252800,1526055647409.3318
8,40.1,26114179072,1526055647609.3005
9,43.6,26113961984,1526055647809.27
10,42.8,26113986560,1526055648009.361
11,41.3,26114768896,1526055648209.399
12,39.7,26114539520,1526055648409.37
13,44.2,26113544192,1526055648609.496
14,41.7,26113114112,1526055648809.3452
15,37.5,26113982464,1526055649009.196
16,40.1,26113634304,1526055649209.2822
17,40.8,26113736704,1526055649409.4187
18,37.7,26114519040,1526055649609.3547
19,41.2,26114084864,1526055649809.462
20,41.7,26113855488,1526055650009.5664
21,44.2,26114129920,1526055650209.5513
22,41.2,26114117632,1526055650409.6445
23,42.9,26114048000,1526055650609.3103
24,41.6,26114457600,1526055650809.5125
25,41.3,26113847296,1526055651009.7778
26,40.9,26113847296,1526055651209.776
27,44.2,26113769472,1526055651409.605
28,44.4,26078789632,1526055651610.3906
29,47.0,26052173824,1526055651809.6777
30,49.7,26052915200,1526055652009.2192
31,49.3,26052476928,1526055652209.361
32,52.2,26052382720,1526055652409.4277
33,48.3,26052427776,1526055652609.6052
34,60.5,26049150976,1526055652809.392
35,58.1,26052042752,1526055653015.336
36,57.1,26051973120,1526055653209.3218
37,50.3,26051678208,1526055653409.3425
38,56.5,26051964928,1526055653613.1047
39,59.3,26048856064,1526055653813.5308
40,64.2,26048770048,1526055654010.0652
41,64.1,26048188416,1526055654209.7896
42,57.9,26047778816,1526055654409.8057
43,58.7,26049101824,1526055654613.9678
44,63.1,26045493248,1526055654813.5742
45,67.6,26044645376,1526055655013.3997
46,68.3,26048286720,1526055655209.3892
47,64.6,26047922176,1526055655413.3594
48,63.7,26047844352,1526055655609.478
49,67.1,26047983616,1526055655814.6367
50,77.2,26044911616,1526055656009.8623
51,75.3,26044141568,1526055656212.5103
52,70.5,26044497920,1526055656409.4375
53,70.7,26045206528,1526055656609.5894
54,76.8,26042167296,1526055656813.5305
55,84.1,26038140928,1526055657013.342
56,82.1,26041307136,1526055657210.1074
57,79.6,26038341632,1526055657410.5576
58,77.1,26036621312,1526055657611.092
59,81.6,26035179520,1526055657811.3909
60,87.0,26041376768,1526055658010.4858
61,86.7,26037981184,1526055658214.551
62,78.1,26041184256,1526055658413.477
63,77.2,26040537088,1526055658610.9055
64,83.6,26042535936,1526055658811.963
65,85.8,26036981760,1526055659011.0178
66,88.5,26033041408,1526055659210.6765
67,81.3,26042798080,1526055659411.6692
68,81.6,26035994624,1526055659613.0718
69,85.6,26037825536,1526055659809.7693
70,88.9,26032484352,1526055660012.1106
71,92.3,26033770496,1526055660213.9548
72,87.4,26035777536,1526055660409.418
73,87.3,26036023296,1526055660614.2244
74,90.1,26037800960,1526055660811.8362
75,93.6,26035228672,1526055661012.0532
76,96.9,26034180096,1526055661214.6018
77,91.2,26038394880,1526055661410.019
78,92.9,26022240256,1526055661617.5974
79,94.7,26039201792,1526055661812.5361
80,91.5,26033577984,1526055662010.7878
81,92.5,26033672192,1526055662217.4507
82,88.6,26042712064,1526055662410.3186
83,91.8,26033250304,1526055662609.9016
84,93.8,26039042048,1526055662810.269
85,90.6,26030731264,1526055663014.233
86,89.0,26029981696,1526055663216.6704
87,88.3,26036301824,1526055663412.6416
88,92.4,26025619456,1526055663612.6597
89,90.3,26029625344,1526055663813.4053
90,93.8,26031570944,1526055664017.5251
91,94.1,26031685632,1526055664213.5566
92,92.8,26038824960,1526055664410.0002
93,92.0,26034155520,1526055664614.2266
94,91.9,26036609024,1526055664817.4558
95,96.0,26033696768,1526055665013.4578
96,93.5,26026426368,1526055665211.7192
97,95.5,26038628352,1526055665409.748
98,92.5,26032205824,1526055665613.5178
99,95.5,26028802048,1526055665816.6353
100,88.7,26035785728,1526055666010.0552
101,90.8,26029080576,1526055666213.499
102,94.2,26033917952,1526055666410.4224
103,89.9,26034835456,1526055666611.3374
104,95.0,26031505408,1526055666810.4985
105,90.0,26029629440,1526055667011.717
106,87.2,26032910336,1526055667210.4204
107,92.4,26035593216,1526055667409.9385
108,93.5,26033979392,1526055667610.9666
109,95.0,26034180096,1526055667814.2468
110,93.5,26032029696,1526055668014.1477
111,87.8,26034266112,1526055668209.453
112,92.8,26037284864,1526055668413.5593
113,93.6,26030575616,1526055668609.6743
114,94.9,26030534656,1526055668811.352
115,93.0,26034503680,1526055669010.6738
116,89.4,26033389568,1526055669213.5066
117,95.3,26036715520,1526055669409.572
118,93.7,26036387840,1526055669613.6702
119,94.1,26034892800,1526055669813.5833
120,88.8,26039791616,1526055670012.036
121,93.6,26035752960,1526055670213.3826
122,92.9,26039709696,1526055670410.2097
123,94.3,26035105792,1526055670613.3933
124,94.2,26038734848,1526055670810.2036
125,94.3,26036146176,1526055671011.8113
126,90.5,26039263232,1526055671211.973
127,94.5,26036613120,1526055671413.5105
128,94.9,26043576320,1526055671609.8386
129,89.7,26037276672,1526055671811.1104
130,93.9,26038321152,1526055672013.5789
131,89.2,26034667520,1526055672209.5305
132,92.5,26030641152,1526055672413.363
133,94.1,26039771136,1526055672609.328
134,93.7,26033745920,1526055672813.5562
