,cpu_load,mem_avail,timestamp
0,34.7,27416395776,1526054266803.62
1,26.8,27414679552,1526054267002.185
2,27.7,27414888448,1526054267199.4578
3,24.5,27415109632,1526054267399.3677
4,28.9,27415093248,1526054267599.3323
5,26.9,27414884352,1526054267799.3037
6,29.4,27414274048,1526054267999.4636
7,27.3,27414179840,1526054268199.3838
8,27.4,27415097344,1526054268399.355
9,29.2,27415121920,1526054268600.3132
10,27.6,27415277568,1526054268799.5146
11,26.8,27414491136,1526054268999.5474
12,25.6,27415437312,1526054269199.4177
13,27.0,27414425600,1526054269399.6987
14,29.1,27415973888,1526054269599.4397
15,27.2,27414704128,1526054269799.455
16,26.8,27415699456,1526054269999.5977
17,27.6,27415011328,1526054270199.248
18,28.3,27415748608,1526054270399.4502
19,28.5,27415314432,1526054270599.246
20,27.4,27415175168,1526054270799.244
21,27.1,27415957504,1526054270999.4177
22,27.8,27415433216,1526054271199.333
23,29.6,27414810624,1526054271399.6487
24,28.9,27415412736,1526054271599.4104
25,28.9,27409600512,1526054271799.8865
26,37.3,27409784832,1526054271999.7751
27,38.0,27409567744,1526054272199.6707
28,39.0,27409567744,1526054272399.5674
29,36.9,27409604608,1526054272599.2407
30,41.2,27408936960,1526054272799.391
31,40.5,27408519168,1526054272999.4937
32,40.4,27409006592,1526054273199.332
33,35.9,27409887232,1526054273399.398
34,33.5,27409903616,1526054273599.5105
35,33.5,27409260544,1526054273799.4514
36,31.0,27408916480,1526054273999.3447
37,31.2,27410096128,1526054274200.1687
38,32.1,27409633280,1526054274399.849
39,31.6,27409448960,1526054274599.585
40,34.0,27408912384,1526054274800.0774
41,34.8,27409793024,1526054274999.942
42,30.9,27409252352,1526054275199.4917
43,30.5,27410026496,1526054275399.5
44,38.0,27409698816,1526054275599.8818
45,31.8,27409854464,1526054275799.4602
46,35.4,27409444864,1526054275999.3164
47,42.9,27406561280,1526054276199.584
48,37.7,27408875520,1526054276399.6057
49,43.0,27406618624,1526054276599.6343
50,41.0,27406745600,1526054276800.093
51,40.8,27406516224,1526054276999.5054
52,39.3,27405783040,1526054277199.4978
53,41.5,27405332480,1526054277399.324
54,40.0,27405242368,1526054277599.3506
55,33.5,27409309696,1526054277799.4646
56,39.3,27409588224,1526054277999.4211
57,30.3,27409272832,1526054278199.4453
58,34.9,27408805888,1526054278399.577
59,34.2,27408584704,1526054278599.4111
60,30.5,27408400384,1526054278799.4163
61,31.4,27409551360,1526054278999.2651
62,33.3,27409616896,1526054279199.7183
63,30.5,27409137664,1526054279399.3606
64,33.3,27409481728,1526054279599.5515
65,33.7,27409641472,1526054279799.823
66,35.8,27409891328,1526054279999.5706
67,33.7,27409641472,1526054280199.6794
68,33.8,27409711104,1526054280399.3936
69,35.9,27406815232,1526054280599.8218
70,32.7,27405959168,1526054280799.285
71,35.4,27406307328,1526054280999.5493
72,35.4,27406913536,1526054281199.8608
73,30.7,27410214912,1526054281399.8887
